Feature_ID,Phylum,Class,Order,Family,Genus,Species
02448be1c729a6852bb0b2ce1587e463,P__Proteobacteria,C__Gammaproteobacteria,O__Enterobacteriales,F__Enterobacteriaceae,G__Pantoea,
025b4e596c6c48b98f0a461146237299,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
0279636a537bb03c727711e864573b96,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,S__petrii
028405ddbf8f15be6d8c8d4b598e6b7f,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__viridiflava
02a003bf34b7fb3957f6811c6115601e,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,,
02a11c6eb2ccb9b863c4b78b6e4705b1,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,,
02a507dbfb4a4d6ff5befae9676b82d4,P__Proteobacteria,C__Deltaproteobacteria,O__Bdellovibrionales,F__Bdellovibrionaceae,G__Bdellovibrio,
02a8669246b2257dc9b439652770d3cb,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Erythrobacteraceae,G__Erythrobacter,S__mathurensis
02b7cac0055353465d2a45ec33bf8be0,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
02c66f95fd18ad73cd8e8605d229035b,P__Proteobacteria,,,,,
02d51e6bf09fb057fecae3fea6c717ca,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Corynebacteriaceae,G__Corynebacterium,
02e02fa4fcf84615a3458c067dad978f,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,,
02f7834a382dd82bb83e410356efd5ce,P__Proteobacteria,C__Betaproteobacteria,O__Rhodocyclales,F__Rhodocyclaceae,G__Hydrogenophilus,
02fd9b90c1740f88451ce2f5fd813296,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
03039271c9672f7b521fcff522615418,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Agrobacterium,
030c27c199bdd944bb9a35129b0ff0fe,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
031843962ac3864228e877faba5c2d8a,,,,,,
03457b0415c3db6555ae924e2471f052,P__Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,,,
0355b2b906de0dfbaf7fe4c74692633c,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,,,
0362fbdc55e76de18d1b530877cb697e,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Magnetospirillum,S__magnetotacticum
03638cc2c3243ac509a5a19c1c0e2fe0,P__Bacteroidetes,C__[Saprospirae],O__[Saprospirales],F__Chitinophagaceae,,
0364ba737e8837d9dcd4cb0578c5e1ee,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Bradyrhizobiaceae,G__Nitrobacter,
037a774553a7c2c0003b2952f309c07c,P__Proteobacteria,C__Gammaproteobacteria,,,,
038d42a77d63ed59fd98987baeb22722,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingobium,S__estrogenivorans
03a3bb7be756e79bfac4ea41fdd9635f,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingobium,S__yanoikuyae
03be65805e0e87d0c69dd1d47f2afcbb,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Comamonas,
03c40ad059a7802ec662d6b07701cc66,P__Proteobacteria,C__Gammaproteobacteria,O__Enterobacteriales,F__Enterobacteriaceae,,
03c888fc427c5a7be09b12226a0b0fa7,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,,
03edeb7e29990f24143e512f712d9e2e,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],G__Chryseobacterium,
03f42f3b1b1e899edeeb7705fe6624c9,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
03fe3fb4f278a743d923a8e5da1924c0,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
0400c63779447ded07502ef62ffd38d2,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__Flavobacteriaceae,,
042e3bc7c8c985a6e264e8ffbcdf8261,P__Proteobacteria,C__Gammaproteobacteria,,,,
0430606309fb07e9a61ca06664df9144,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,,,
0431a257a3e27752ae94c7e1b529dc15,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Phyllobacteriaceae,G__Hoeflea,S__alexandrii
0439d3b1310b2930546f920c3ccd205b,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,S__mali
0453e6c30a8924dfb9c7583546977bb5,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,
0455c15d3945f49d76b8e75cae826db1,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
045a33b50c40f7059d7edb0b6327f767,P__Proteobacteria,C__Alphaproteobacteria,,,,
047d34266f7d72fa1e1e4119d02515b4,P__Actinobacteria,C__Thermoleophilia,O__Solirubrobacterales,F__Patulibacteraceae,,
048b38730ad89522bc4ce87bc8e799d3,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
048e817be337c1e0f97beb12170d9ba3,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
0496f004f8b34e8772967d0a84c32b16,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Comamonas,
04a37eb69ce4bb295b912cb93ea87335,P__Acidobacteria,C__Acidobacteriia,O__Acidobacteriales,F__Acidobacteriaceae,G__Edaphobacter,
04c0d5bcff0d982a21ad9d9bc7ee23fb,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Variovorax,S__paradoxus
04df634e46a2eaa37aac1df715836da9,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Agrobacterium,
04e33191b54ff103ed5bf053627d1169,P__Bacteroidetes,C__Sphingobacteriia,O__Sphingobacteriales,F__Sphingobacteriaceae,,
04e8c4057d4120933ae31b375cb8ad47,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Sinobacteraceae,G__Nevskia,
04e8e453064393365bfff48bda5a069d,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,,
04e9172d3c9ab1194ae265c90c3ccd94,P__Firmicutes,C__Clostridia,O__Clostridiales,F__[Tissierellaceae],G__Peptoniphilus,
05027c768ba90f0162c4e903e427fa76,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,
05054b4d3321fc30bed69bf6eb187622,P__Proteobacteria,C__Deltaproteobacteria,O__Bdellovibrionales,F__Bacteriovoracaceae,G__Peredibacter,S__starrii
051b8b94bad8e008a4443ad02271f618,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0535730b28336b0d51d48b74dbd8bad4,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
053860d697978f609f3b3bf6576c8780,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
053a4ed2b352bd69a7ef756a89b5fc01,P__Bacteroidetes,C__Cytophagia,O__Cytophagales,F__Cytophagaceae,G__Spirosoma,
05473478e750f3ffe780906b1287fa1f,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,
0561f48f54ae00b4de88102716a3f2f0,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Cohnella,
056f0c0f96627ff173e45148e6067554,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Frankiaceae,,
057212e71e028c3869c71e4b21c92d31,P__Proteobacteria,C__Gammaproteobacteria,,,,
057b87a442e13b2064c7c0c49ff5fb10,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,G__Nocardioides,
0595f23fab79ec4c34c8cbffe22dca18,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,F__Caulobacteraceae,G__Asticcacaulis,
0597f925d627bcdda96ba590fa8ca668,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Mycobacteriaceae,G__Mycobacterium,
05aa309c77d7d843c6b8b80c73a1bda2,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,G__Dokdonella,
05ab884db890b8c86bcebb56119f32ed,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__veronii
05ae2d3351e5f24c14c34f2b360aa05d,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Gordoniaceae,G__Gordonia,
05ae5d465b3d7f3d345ec00ae7c1ad3a,P__Proteobacteria,C__Gammaproteobacteria,,,,
05aee231ba368fc019b3130613dedadb,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,G__Massilia,
05bfa334292884c2b5ead3cd78cd8232,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
05f4af8201503a19549479b943cb9b03,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingopyxis,
060131684120a8ac45a9e5c826c96d1a,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
06093d9d102388b855e812ed66ec0787,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
060ed1844ccc2be53007f2f7d1e81b18,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,
0631f9df45a9cf380aea7dd55ff52c21,P__Bacteroidetes,C__Bacteroidia,O__Bacteroidales,,,
065968f7b50ce78614774592e1ba221e,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Propionibacteriaceae,G__Propionibacterium,S__acnes
0664bab19aae72ed4d11d97756dfdf47,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
066ec486b167511400d40060fe25d38f,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Rathayibacter,
067966d278a457d5cdc98bae4bdfb861,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Delftia,
06a98da112ccaa2b14136b717a053923,P__Proteobacteria,C__Alphaproteobacteria,,,,
06b65cceed4b142b29302828224492a5,P__Proteobacteria,C__Alphaproteobacteria,,,,
06c609bde1e8adbdbb6e17d47cd64fd7,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,G__Aeromicrobium,
06e9fac3e1cb060d6d87e60f08b35bbd,P__Bacteroidetes,C__Bacteroidia,O__Bacteroidales,F__Prevotellaceae,G__Prevotella,
06f81d95f1eea40d392895830626eee5,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Burkholderiaceae,,
06f86d16c943e9fa72749e66d28ca91e,P__Proteobacteria,,,,,
06ff98c60b57f9cfab63b266e2b972aa,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Corynebacteriaceae,G__Corynebacterium,
06ffd248d1238b09df82c6fdec0069f5,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
0709ee809945d5d5b35144d0c57ba2a1,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,,
070c8c82336321668c52526f4e2c4de0,P__Proteobacteria,C__Betaproteobacteria,,,,
070dffc59d171ca72de8fce8b48adb87,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Shinella,
0728836d33eeca318bc6f3b468f1ee9b,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,
072aa54590575a45e56474f7cfb589ed,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
072c96c00465b2514eccbfe97bd755a3,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,,
072f874f7b3dd8dcdb2590800e256eb0,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0741973ea27d20874cc7d1be617c16d9,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,,
07439d98420b9d2a253f1a01f480c6ca,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
074bfe3170b42784d8d39cb0ce99a9b7,P__Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,
07520cc9daf018976381be02f77ee71f,P__Proteobacteria,C__Alphaproteobacteria,O__Ellin329,,,
0759a861f9420eb07acb6e6f5e49d915,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
076af4c9f082bf3668f7728f4ee0d78f,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
076c88fea3ef92afd32b2857cd808dda,P__Proteobacteria,C__Betaproteobacteria,,,,
07766e1dc037c5310eba1b2445913cde,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Sinobacteraceae,,
07811c3381b02856c54b14dba9a6fa16,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,,
07812f5b10d3f544066bb41cf129019b,P__Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,,,
0783902a37f4173400c2f6ee5ce30c2b,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
078850839363c3bc4228e55bfa90b419,P__Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,,,
079f10a6e0548a95cf38162a18dd1224,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
07ad3d9d46fd9268ca9e2b13b751cbc3,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Propionibacteriaceae,G__Propionibacterium,S__acnes
07b8e544662e10f14c97607c7c16f87c,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Mycobacteriaceae,G__Mycobacterium,S__llatzerense
07b93a7517256516d1459f893dab78ed,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Sutterella,
07bb7e8df940299dd490a2eb26692c1a,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
07bb9e690deef26826286dd530ac6699,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Kaistobacter,
07c3a65c7594d1a94cfe6124ffee11b2,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__Flavobacteriaceae,,
07ceed82cad3ab80043418c991c26edd,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Bradyrhizobiaceae,G__Nitrobacter,
07dc5a034db44122f3feb0d3742d35a0,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
07e1beacb8858e9b57bdc1a0b7f3bd92,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
07e3413142f0eea054317222f1546a30,P__Firmicutes,C__Bacilli,O__Bacillales,F__Staphylococcaceae,G__Staphylococcus,
07e92de5f3d6a7bc98b9b3640f5a80f5,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],,
07eb04a5e3cc099c818b3bef26771cee,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Mycobacteriaceae,G__Mycobacterium,
07ff51bf081b0326ceb59b945e16fbcb,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,F__Caulobacteraceae,,
08203ed10ff3ef7fcd252f3d3a7a6389,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
0848dd2ac744ed6cfa75cc7956b0fb45,P__Proteobacteria,C__Deltaproteobacteria,O__Myxococcales,,,
085466705a8596f970c1b7c023aa32d2,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Bradyrhizobiaceae,G__Bradyrhizobium,
085762a7cc13e92ee4ba512cf4cb9149,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,,
086523183955809a142efc27d80fbb05,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,,
0866927e1f4836503dfa0daaacd7608c,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
0869a8e900f2d8f4a926c51ffa7ab860,P__Actinobacteria,C__Acidimicrobiia,O__Acidimicrobiales,,,
0873c206ccdd7d743377b4359334d340,P__Proteobacteria,C__Deltaproteobacteria,O__Myxococcales,,,
087ea86d19774b06ad87835c3caddc5f,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
088405ae5714ed25fa97401a89e180a7,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
088922c4ad6f3b5c8afcedf3d7da3311,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,
08992e36210e397c03e66910326c2a89,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Methylobacterium,
08ad8335bd3d9748ffe031615241b2c2,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Cohnella,
08b620a7b2edad8f4b9ca6d2b3e81d81,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Micrococcaceae,G__Rothia,S__terrae
08c78c602b3c342e3cfffb25daa8822a,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
08ce8ffae5c34a0716e85a1bab945976,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,,,
08d15c408416d806a9dabddb8f97bef7,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
08d3d25066d2fddcc92bbb8a85b428ca,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,G__Massilia,
08e4c4c88751e8f121c547bba328a8a7,P__Proteobacteria,C__Alphaproteobacteria,,,,
08ed72d822cc0c75719d729dc9ab0820,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Propionibacteriaceae,G__Propionibacterium,S__acnes
090db53e65e84f05245b5ae253a85f38,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,
091273931d38a5be6438f851372cfff5,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Burkholderiaceae,,
0924f2186a407805db35d0203b8a9927,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,,
0939da4b626eb0ccd5d122cf7ace18ce,,,,,,
093cdd17fb323bae7ada95200afd1ebc,P__Proteobacteria,C__Alphaproteobacteria,,,,
094243ba5d47b1bd6305e4cbd8fbef60,P__Proteobacteria,C__Alphaproteobacteria,,,,
095dbe0c44b8b925748d6a93045f7cec,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
0962fd8449a9208b0411992f78ff8212,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,G__Cupriavidus,
096bcfde14b348aa5b910d237272c728,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,,
09730fdcfcd2a7949554c6ee0fde3140,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,,,
097e5aa0c0204e8fa20b0991be3a58f9,P__Proteobacteria,C__Gammaproteobacteria,O__Enterobacteriales,F__Enterobacteriaceae,,
097f22f15c58a9a72d27df0e24a655d3,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,F__Caulobacteraceae,,
09845c345fa3cfe095556165af84e57c,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
098567628a16a22c4c3e576e7d9d8161,P__Proteobacteria,C__Alphaproteobacteria,,,,
09ac6041ae55ddb96ea3a1be59eed6c9,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Mycobacteriaceae,G__Mycobacterium,
09b2ce1e19548b5733ad3d623d0c3179,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],,
09b8035db6e8660c492477b0cad635ef,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,G__Lysobacter,
09bb7cc932a7df7123d4c4d735a9f12d,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Comamonas,
09ca1266a8b005f58594b861113d8b42,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,
