Feature_ID,Phylum,Class,Order,Family,Genus,Species
0232179174615de05353a875225f73da,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Cohnella,
0257b1920baabb778496432bf474c2a7,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
025baadc67ce43bd03860e829186b21d,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Brevibacillus,S__invocatus
025e6fc61125703b159843403ebfd403,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,
026ab8b0abc2de76ab370ba7c80c1767,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,
026bf79e5411517bfc560eda595e3edc,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
02798603571c76b56501df940a24e298,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
027b526c521b7fba04d45640ba986e2c,P__Proteobacteria,C__Alphaproteobacteria,,,,
0281ffebd696b24749f936081d29d6f0,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],,
0283a4f3daf8ae9d23206f8f48976b77,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Phyllobacteriaceae,,
0288abfb7b832daf4b383be1ed7e5b74,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
029a1fb70b1dbc6735e6aa5496b0bdd5,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,G__Nocardioides,
02b741226a4c213db7b867249b3aca01,,,,,,
02d014d293f124959940478ec80680ab,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
02da0b91185394f8c2b037c3faad940e,P__Proteobacteria,C__Betaproteobacteria,,,,
02ec8f44a083aac3800d495f8542c235,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
030e6be9b12bea0ddc56e293226fadcd,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0312408685ab30224cb2ca4d50581856,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Magnetospirillum,S__magnetotacticum
03286648ac832ffd36a57cdd968acb2e,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,G__Nocardioides,
033f8d4e58282985a12792c3658b0039,P__Proteobacteria,,,,,
03569c4ab993b7c836ac90171a044d09,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,
0361561de61adb92caf7bae53446c69c,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
0368e29f3bf836bcf853c09c50a15418,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__amylolyticus
03690c037f301fe4af0f06bd99f2fd1f,P__Proteobacteria,,,,,
036c097b6e61fb984feb0b8536ef8e7b,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
036e205339dbe8681e77748fb3cf8d03,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0390ff241f786389ff525e436f0480b4,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0391860117f2a224e367a7336a5aa3b1,P__Firmicutes,C__Bacilli,O__Bacillales,,,
0396ab83684c175647dcf8f926569f95,P__Proteobacteria,C__Alphaproteobacteria,,,,
03972e81e9467a4395e2d9ff3a37c5f4,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
03a58fb17589ff5035ff73104306aba5,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__chocolatum
03b6ade407e1298e5fda689f1f78932b,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
03b78a09bade41c631f4c88e970e736e,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,G__Nocardioides,
03bbca420ffe7b9215d8173c7da35547,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,S__petrii
03c40ad059a7802ec662d6b07701cc66,P__Proteobacteria,C__Gammaproteobacteria,O__Enterobacteriales,F__Enterobacteriaceae,,
03ccb4235501d838e49b0b2c4d3cb8ff,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
03d5a70c47217d0ea1433af266285748,P__Firmicutes,C__Bacilli,O__Bacillales,,,
03f42f3b1b1e899edeeb7705fe6624c9,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
03f75359fd1fca87ffc87fccff5b6195,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
0406786de4da1bb3aa83ddd4f41faae3,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
040d24df7307de651548aa27e4369fdd,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
041ae78ea00fb2515af1df5d870da79f,P__Bacteroidetes,C__Sphingobacteriia,O__Sphingobacteriales,F__Sphingobacteriaceae,G__Mucilaginibacter,S__gossypii
04226c36e6b3bddae5342d9472e01212,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Bradyrhizobiaceae,,
04296303511ede29098c706fcd209205,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
042dabc9904c29fb4f80af29564d64d7,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
043d14e2c62ec3b76e976485761fd916,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,,
046c38f4cf8f4963594ab8297e082dc1,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
04991d83a5f22a09a3dbbd21b0a1eb07,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Mycobacteriaceae,G__Mycobacterium,
04b0a93d5fdbf30492de3c7c6f99f9e8,P__Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,,,
04bc4b55d48f7890ea84191626e317e3,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Shinella,
04be4b146a1afb85ffc8015cd083e5e6,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,,
04f02a0f5be186a8f1aff39d2f56f916,P__Proteobacteria,C__Gammaproteobacteria,O__Alteromonadales,F__Idiomarinaceae,,
04f6a96f5c7aa45742f2fefdac654e4b,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
051ba0192762eb4ecf4149071790492c,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
051cd34f1fcdf233999b730bfefd82cf,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],G__Bergeyella,S__zoohelcum
0525a73d7ce50da2a0302b7eadc9d767,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0535730b28336b0d51d48b74dbd8bad4,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
053860d697978f609f3b3bf6576c8780,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
053bf50b50ee9175157851ba604e73a7,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
0545205bf6fc8831616d381fdfaf18df,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
0558c2dd219f9e7394826192e2898aeb,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,,,
0561f48f54ae00b4de88102716a3f2f0,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Cohnella,
056a577dd78104867de90001128cdd4d,P__Proteobacteria,C__Betaproteobacteria,O__Methylophilales,F__Methylophilaceae,,
0573f5e1ac8b8aaf9184e1e0122ca1bb,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0575b04154c92ddceb265657da9532ee,P__Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,
057e7cbe3e36d932af4db124754a4e68,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Shinella,
058b9f6eb01654475b511c8e990e5e32,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Methylobacterium,
058d28f92b31a5f706f345c2d4ede804,P__Proteobacteria,C__Alphaproteobacteria,O__Caulobacterales,F__Caulobacteraceae,G__Caulobacter,
059183cdfeebadf0567e6ab1da8ab4bf,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
05ab884db890b8c86bcebb56119f32ed,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,S__veronii
05c348976a2d9186a7bf39cab934f6ee,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Burkholderiaceae,,
05d20907f08489d44ce8f0b3ef58d76f,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
05d5c65e6ac400d7f86363be07e346e6,,,,,,
05da5d59d35d2d4e13a4d6efc8c2d53d,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,,
06058f3ce66842d90ee490a767ef4075,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Variovorax,S__paradoxus
0629a0b6d5095fa5313f1477facdd14e,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0630c73b2b678dc357dca18e03ff80a0,P__Proteobacteria,C__Gammaproteobacteria,,,,
064a1ecb12dc54d52953c91fd76b2bff,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Agrobacterium,
064cd8654a27bb2d969df99026fa01c2,P__Proteobacteria,C__Alphaproteobacteria,,,,
0656ae1f9290ec9f6b8480f904971fa1,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
066061db3b9af0d390dcae5f2e1b10c6,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Bradyrhizobiaceae,,
0664f320f795aff891dfdfd1911f4d1a,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Sphingomonas,
0692c1f5554c994ba6a376956ce277bb,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
0696d47f23aa578d69f621f8c2c847f9,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
06aed9bf0e8309028cc77c9965c4cfa1,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__Alicycliphilus,
06b7a52d64888a30e86a6a203622ce09,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],G__Bergeyella,S__zoohelcum
06b8ab5adf7800ff86c5a616ce5ed8d3,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,S__chocolatum
06c98fc77c527bd6f93dbf2fe1934ef1,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Burkholderiaceae,,
06cdab84742eaaa4992da52d5fb6c761,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],G__Chryseobacterium,
06da8cffeb78d8c4c919e49f8f6f68cc,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
06db1c761642be64194bd24cc145457f,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
06e8b0dbb318a2012be2e4786390c72d,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,,
06f48ec43fa3bf84ab6d0bf7184637e1,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
06f4bb38020ec589b1bda737683e3f8a,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Leifsonia,
06f5c742ab1263abab388945d9477a78,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
071150a68d0c812e7917f0d11976e40d,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
0712c5959e890f7e425e7b06e5ce10fd,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Bradyrhizobiaceae,,
0719b65ac8eb6743f6a6d2b4c2e06e6d,P__Firmicutes,C__Bacilli,O__Bacillales,,,
0725b3a456ba40f0df9eb2eb2caa192a,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,S__resinovorum
074361740f8f885bacf4bfa82a0516ba,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
07439d98420b9d2a253f1a01f480c6ca,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
074bfe3170b42784d8d39cb0ce99a9b7,P__Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,
074e3c7e833971ff2f40935d5be38de9,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Phyllobacteriaceae,G__Mesorhizobium,S__ciceri
077fa39fd8d51ed9c33bc9c99330f0cd,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Burkholderiaceae,G__Burkholderia,
079bd9ee049b8dd2082ee7836a710765,,,,,,
07b89937a587ab22b6351fd552a9c7a4,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
07c051851deed3a04df53f8ea140312a,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardiaceae,G__Rhodococcus,
07e1d9e127d3232fc2441ce7fa2fa6b1,P__Bacteroidetes,C__Cytophagia,O__Cytophagales,F__Cytophagaceae,G__Dyadobacter,
07e3413142f0eea054317222f1546a30,P__Firmicutes,C__Bacilli,O__Bacillales,F__Staphylococcaceae,G__Staphylococcus,
08047ad75daa3e5eabe2e63ca754eb7a,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
08091d11bd3fdc696c48aa0e6a0b4ef1,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
080d49d95383fd8daecd693c5e9d1f1d,P__Proteobacteria,,,,,
081acc3fda23d2cce84169632b0a4ad0,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,G__Telluria,S__mixta
08203ed10ff3ef7fcd252f3d3a7a6389,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
0869b21e0a55f4c45b654d8b6ddbee03,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
086f531d2e8e7eb3dbbe9cf825c893ab,P__Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,,
088007f9415f07f4cfb719b084ef1c7b,P__Proteobacteria,,,,,
088922c4ad6f3b5c8afcedf3d7da3311,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,F__Sphingomonadaceae,G__Novosphingobium,
08992e36210e397c03e66910326c2a89,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Methylobacterium,
08a2827b19dcaa7a269a50f028b9e5f7,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Cryocola,
08a37d0f24201f3b27f2c80d0d374916,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,,,
08b8b9115909d41aee88afc26e998919,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,,,
08c48fab3da22814a70533c54d339799,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Methylobacteriaceae,G__Methylobacterium,
08c72383ac1f94d2ec52ccea625a0b79,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
08ee45665d9095b6e6c488f1de868dbc,P__[Thermi],C__Deinococci,O__Deinococcales,F__Deinococcaceae,G__Deinococcus,
08f312317be3eb7b7e35b2a8f386e313,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Microbacteriaceae,G__Microbacterium,
08f900a09f36fcab6f61d48b1081dc4e,P__Proteobacteria,C__Gammaproteobacteria,,,,
0911de1daa41a64eedb8a3c9c6d991f7,P__Proteobacteria,,,,,
093e076d25581bb7b81fc6bcf6875776,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
09462ddce2ba33100cca2cc89b723e5b,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
094d2c964e38551fd18fff91a71217e5,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
096d89e66a8cf31af45c7045bd0abb07,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
097ae6301b98eb29f1a6532ed1185912,P__Proteobacteria,C__Alphaproteobacteria,,,,
0987fbb720c4d148d4398ff276e7c842,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
09947d89306f1aebedbb67e1951d8957,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
099adc837715ddacab20297bce363457,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,,,
09b2738f5325b499e814b8df5bda61a1,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
09d87271e9a0964b13681a426b142108,P__Bacteroidetes,C__Cytophagia,O__Cytophagales,F__Cytophagaceae,G__Dyadobacter,
09ec497795ae35c3c97c2fbe9fb741c7,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
09edfc094faabcc7c4826381e60ed7dd,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
09f64a040a870c6d4d10dfb361dc0e54,P__Bacteroidetes,C__Flavobacteriia,O__Flavobacteriales,F__[Weeksellaceae],,
0a00155af94338a4882205b41e1f168f,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,,
0a12b31ec1d6902c1aa3079b493d531e,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
0a1744fbfa1efd28b667e7901dafd44c,P__Proteobacteria,C__Gammaproteobacteria,O__Enterobacteriales,F__Enterobacteriaceae,,
0a19ee6ba97625140ce011263f8ba29b,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
0a201c37abe434982422a7d18b63599d,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
0a370a18ec45191aef0b41ecb747c226,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0a3fae35e6a213c00a7d20fadf56f002,,,,,,
0a505468ed8ad5cbd231d288d17b5ea1,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Rhizobiaceae,G__Rhizobium,S__multihospitium
0a5c961a2ec428ae148896ed82851f65,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,
0a6c976d1d5d60ec5e78b524a842d6ea,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,S__chondroitinus
0a6e5193672f878efb0c3ffed264bc01,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,S__petrii
0a702d66b47ef6c59a0b7758e0207dcd,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Comamonadaceae,,
0a75c65a31bd7848f16a9c6aef79a5de,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0a7f8aaea4873b75b27189487e8a87dd,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,S__petrii
0a86c7b8a00d010930e8f3ad4512f3d9,P__Proteobacteria,C__Gammaproteobacteria,O__Xanthomonadales,F__Xanthomonadaceae,G__Stenotrophomonas,
0a99c8ce16af2b95c6db715ee800c2f7,P__Proteobacteria,C__Betaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,S__petrii
0aa12a5baaf09d288cce57baa66d0cca,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Ammoniphilus,
0aa6cd4209393b0b12813f540b52fc95,P__Proteobacteria,,,,,
0aaa422eeeda73d944cca6a6fec48ca7,P__Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,,,
0aacd792968f16279da9cf2553e0dab1,P__Firmicutes,C__Clostridia,O__Clostridiales,,,
0adb0ae7be7ad6a2259d5ef0e64a9c33,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0adcde128e2165f23e1685e2dc25118f,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Paenibacillus,
0ae95eee5b658984a55d5ad415b99894,P__Actinobacteria,C__Actinobacteria,O__Actinomycetales,F__Nocardioidaceae,G__Nocardioides,
0af5862c6245a162dd539d12361887ab,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,G__Pseudomonas,
0b2a5ab6380586bb01bfb2dddbeca574,P__Proteobacteria,C__Alphaproteobacteria,O__Sphingomonadales,,,
0b2d4c2d55dc5dc611133d808bacfbfd,P__Firmicutes,C__Bacilli,O__Bacillales,F__Paenibacillaceae,G__Cohnella,
0b52387190d5297ddb83c13a60b184a5,P__Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Pseudomonadaceae,,
